Date,Close,High,Low,Open,Volume
2025-09-10,148.0082244873047,148.6826047131307,146.4214243410058,146.9767998523561,1957000
2025-09-11,149.85289001464844,150.02148508999343,148.29584087252485,148.3156800381094,2029400
2025-09-12,146.67929077148438,149.10908162840857,145.55862759723908,148.75205230871416,2131700
2025-09-15,145.83631896972656,146.67929437523716,145.20160184499215,146.67929437523716,1946200
2025-09-16,145.2412567138672,146.32225665396754,144.56687642814006,145.88590095118184,1554600
2025-09-17,145.44952392578125,146.92721630838344,145.0230651244324,145.7371237100201,3285600
2025-09-18,144.8842315673828,146.15366578050092,142.20651924698836,145.82638764437442,3155100
2025-09-19,144.97348022460938,145.71729001812616,143.3668559131248,145.21150480636038,4702500
2025-09-22,143.4759521484375,145.7073815838412,142.52388406372756,145.23134754148623,3294600
2025-09-23,144.47760009765625,144.5966199492463,142.81147350387818,143.56519527732326,2704300
2025-09-24,148.19664001464844,149.2280646248226,144.79495752291115,144.79495752291115,2689200
2025-09-25,148.2264404296875,149.38678203347203,146.55038640215957,148.83140640767954,2758400
2025-09-26,150.2694091796875,150.67601367678535,147.90904805574047,148.96029675142668,2265100
2025-09-29,150.6066131591797,151.5983595871651,149.16858386517075,151.23141825132234,2346400
2025-09-30,151.13223266601562,151.6380178800994,149.8132081435256,149.89254967113956,2025100
2025-10-01,151.935546875,152.69919584734276,149.5553615458697,150.64627351636722,2193400
2025-10-02,154.8810272216797,155.7339296965739,151.35041260141702,151.796695436837,2576400
2025-10-03,151.38015747070312,155.26780122379955,150.73552841673134,154.72233772198229,2372700
2025-10-06,151.00328063964844,152.19338826218095,149.9520320215455,150.9834566100274,2669700
2025-10-07,149.0991668701172,151.71737705451503,148.43469852351876,151.71737705451503,1591600
2025-10-08,150.76528930664062,150.84463083318343,149.16857702548268,149.72395257843348,1992700
2025-10-09,148.74212646484375,151.27108290713716,147.84956072419888,149.99173666116621,1466900
2025-10-10,146.49085998535156,150.38841587624356,146.27267457777077,149.4264207063232,2365500
2025-10-13,153.4925994873047,154.12731659834444,147.35368665318992,147.74046715627898,3214600
2025-10-14,153.97854614257812,155.26781953542093,152.89754615966402,153.38350736093122,2077600
2025-10-15,155.6942596435547,156.60666443860774,154.21655218444442,154.28598169035232,1851300
2025-10-16,153.92897033691406,156.18022384143052,153.41325795518424,156.00171674747574,1793900
2025-10-17,155.01986694335938,156.0512916044295,153.87936471315584,154.83143271876878,2896100
2025-10-20,156.15045166015625,156.4876417697367,155.05953981159934,156.0215349316976,1691400
2025-10-21,155.11904907226562,156.2992296411721,155.07937074416807,155.3372344782575,1457000
2025-10-22,154.7620086669922,156.72566204702048,154.60332563169672,155.61491106564642,1311900
2025-10-23,155.3669891357422,155.5950865624402,153.59175466842024,153.9091207689119,1337600
2025-10-24,155.4562530517578,156.52734101312814,155.11906289711797,155.68435049367892,1598100
2025-10-27,159.40338134765625,160.61331306542974,157.91576187165748,158.15378643564253,3812300
2025-10-28,159.37364196777344,159.978607871448,157.3405588401557,158.7984272451936,1534100
2025-10-29,157.03311157226562,159.4926533868647,156.61657992612743,157.60832626441308,1507500
2025-10-30,156.76535034179688,158.10419881352306,156.25955002623195,157.6083256463249,1619900
2025-10-31,157.6083221435547,158.31246868377994,156.090951496279,156.6760781886851,1755800
2025-11-03,159.8695068359375,160.10753140514623,156.34880430557195,158.34222413218063,2414000
2025-11-04,160.89100646972656,161.39680679433857,158.3124750338836,158.86785056982367,2083100
2025-11-05,160.89100646972656,163.70757761075586,159.98852879024815,160.89100646972656,2650700
2025-11-06,158.9075164794922,161.67449732360325,157.53891678050746,160.89100921763972,1572700
2025-11-07,159.75048828125,160.68273218051263,158.65956134959225,159.44304936401377,2142100
2025-11-10,160.5835723876953,161.2678798126598,159.03645045274018,160.46456766434457,2852800
2025-11-11,161.3868865966797,162.05135486528704,160.05795005946499,161.32738423424456,1718100
2025-11-12,161.50588989257812,162.0910165736531,159.81990908794552,161.68439696157827,2535500
2025-11-13,160.4943084716797,161.98192794880757,160.0380985069074,161.18852786776978,2285300
2025-11-14,159.25462341308594,160.89099876258285,158.5802280568582,159.7703357286898,2918600
2025-11-17,158.09429931640625,159.8893579025463,156.42815747360905,159.25464080358768,2767700
2025-11-18,158.58023071289062,159.95875749409817,157.18187990090883,157.68766507691518,2285700
2025-11-19,159.12570190429688,160.52406791668864,157.55874082509067,159.17529224932434,2454400
2025-11-20,159.17529296875,162.87450270521865,159.01660991708437,159.7604196973122,4895600
2025-11-21,172.56387329101562,173.41677579880243,162.1604481258178,165.35387273872774,7821200
2025-11-24,172.6927947998047,174.5473556106565,171.49277507152823,171.93905789737218,5598700
2025-11-25,175.04322814941406,175.8663794235089,172.06798914404158,172.8514620903365,4531100
2025-11-26,176.22340393066406,176.620096400817,174.0217259157654,174.7754476621951,2193800
2025-11-28,174.90440368652344,176.71930149724093,174.72588145729966,175.84655978292437,984100
2025-12-01,176.0349884033203,177.32426176749195,173.43661764235773,174.041583559931,2439600
2025-12-02,176.1044158935547,177.0564839652232,174.6267083065254,176.25317180073753,4002200
2025-12-03,176.53086853027344,177.1655856545065,175.65812680963427,176.89780987515587,3434600
2025-12-04,175.6283416748047,177.5721710042219,174.55725389731117,177.19530258264632,3431500
2025-12-05,176.4019317626953,176.47136127620934,174.57712197267793,176.01515126228023,2904200
2025-12-08,176.7192840576172,177.9391278276744,176.0845670006197,176.8680399565821,2553900
2025-12-09,175.9588623046875,176.62484418644357,174.58712982647077,176.247117233353,2024900
2025-12-10,180.73011779785156,181.42591873183986,177.05228469317115,177.07216905337734,3730100
2025-12-11,182.03224182128906,182.7976151768249,180.38218896272727,181.0382362680332,3090700
2025-12-12,180.99847412109375,183.89103402620367,180.20326661616477,183.0361886126863,2549400
2025-12-15,183.1753387451172,183.64252255987304,180.68039031292898,182.06205739965006,3118300
2025-12-16,181.3065948486328,184.7359259142799,180.9487522664488,183.70215171360599,2645100
2025-12-17,181.64459228515625,182.20123300505188,180.50147672285723,181.4457790274889,2327600
2025-12-18,181.47561645507812,183.39404005446596,180.6704591484346,182.40003441731437,2163900
2025-12-19,181.31655883789062,182.07199760741364,180.23309641168333,181.80361185788627,6157600
2025-12-22,179.59690856933594,182.64851277049556,178.7917665316495,182.40994598745795,3069900
2025-12-23,179.52734375,180.0541654803381,177.80771838809113,179.70625746944114,1563500
2025-12-24,180.59092712402344,181.326496716025,179.030346244987,179.99453287433596,621200
2025-12-26,180.05416870117188,180.69033166054413,179.08004748748465,179.37825219254196,918100
2025-12-29,179.63668823242188,180.76985397810674,178.8514153366356,179.12975085080436,1840800
2025-12-30,180.3623046875,180.61080607592788,179.1496166985862,179.63668488014045,1267100
2025-12-31,179.06016540527344,180.73010267442842,178.97070854281554,180.16351221088536,1350000
2026-01-02,181.64459228515625,181.67441124034193,177.9468901689101,179.50747110380877,2566400
2026-01-05,185.56094360351562,185.66035022266362,181.80360394299473,181.80360394299473,2343100
2026-01-06,186.40585327148438,188.443567613507,184.2587977159682,184.76575023640206,2843700
2026-01-07,185.86911010742188,186.52514226744472,184.62660312411268,186.28659063373516,2047800
2026-01-08,188.13543701171875,190.07374482461947,185.30251509241072,185.86910554320082,2385600
2026-01-09,190.2924346923828,191.10751139823904,187.78753633087882,188.13544435817613,2659400
2026-01-12,191.1074981689453,191.33613036183232,187.8074076889029,189.85505665855368,2071000
2026-01-13,192.0717010498047,192.33015221720817,190.9484850168196,191.07769543319932,1768100
2026-01-14,190.6800994873047,192.6283420045399,189.1294531502704,191.336146835226,2262000
2026-01-15,192.6283416748047,193.35397669504616,190.13339303857254,191.4156687770712,1667300
2026-01-16,191.2069091796875,193.7515609738917,190.63038413766918,193.03587576085664,3269700
2026-01-20,188.55291748046875,191.0379313854413,187.777594355503,189.3978131077667,2304100
2026-01-21,191.1671600341797,191.45541497816754,188.7318342343129,189.79542748304772,1964000
2026-01-22,185.88897705078125,192.79732792829682,185.34228611859345,191.7734882324952,3219800
2026-01-23,187.41976928710938,187.7179740170793,185.00432765840787,185.7995352158868,1976900
2026-01-26,186.4456329345703,188.26464978910437,185.60072212911152,186.48538648393856,2828700
2026-01-27,184.88504028320312,187.36011966981084,183.63259869635917,186.53509320760827,3270000
2026-01-28,184.92478942871094,185.7697002294977,183.5928256060798,184.85521692587088,1753600
2026-01-29,185.38204956054688,185.98839360011877,183.58290180123484,184.1693614814031,2759800
2026-01-30,187.51914978027344,187.57880285663515,184.54708275275487,184.54708275275487,2062600
2026-02-02,188.9704132080078,190.11351362938305,186.67426260175097,187.5191582970606,3444500
2026-02-03,189.97433471679688,192.41959502867172,187.6384307887764,188.05591129718022,2291400
2026-02-04,188.13543701171875,192.72773785571755,186.92274901240216,190.68008882427776,2764000
2026-02-05,188.09567260742188,189.9544733651972,186.86311538907674,188.2348327826325,2626300
2026-02-06,189.5966339111328,190.69998073561166,188.58274395064154,189.46740832938067,3185300
2026-02-09,193.33409118652344,193.59252718494304,188.87100053642897,189.5171132834609,1902200
2026-02-10,191.17710876464844,193.6521882970105,190.78944716727344,192.6979361979906,2601600
2026-02-11,191.38583374023438,192.48918057555184,190.07375422022875,192.48918057555184,2115700
2026-02-12,193.6820068359375,195.99802665159737,192.49913768648116,193.37385234409894,1942700
2026-02-13,195.36184692382812,196.05766295265923,192.16116296088268,193.3639011999238,1445700
2026-02-17,197.02186584472656,197.78723927197524,194.0199645457763,196.9423435729366,2528900
2026-02-18,199.17884826660156,199.3975307133982,195.9781490005656,196.5049707585788,2205100
2026-02-19,199.17884826660156,199.36771175859155,197.19083705377534,198.2345308066516,1574600
2026-02-20,200.24241638183594,202.09126732415777,197.6977645832255,198.20470195695268,1987900
2026-02-23,200.67977905273438,201.5644433818823,197.08148383016075,200.83882358023357,1795400
2026-02-24,199.3478240966797,201.09726847474488,197.87670007041302,200.8885357945568,1883500
2026-02-25,200.3219451904297,203.62205102709135,198.73153018068308,198.73153018068308,2203800
2026-02-26,202.28013610839844,203.4928241328517,200.9382225046328,201.69367645467867,2641300
2026-02-27,204.4073028564453,205.1627416221968,200.0734380059318,201.4352207702868,4422700
2026-03-02,201.0873260498047,203.0256338412632,199.32793197725573,201.87258376166494,3048600
2026-03-03,196.4552764892578,198.1351484682059,192.90668419799928,197.55862336986544,4988600
2026-03-04,212.24008178710938,215.50041896980852,205.30191171887154,213.46270443879106,7735700
2026-03-05,213.542236328125,213.59193964425677,209.94394071656035,210.22226108611108,3595600
2026-03-06,210.48068237304688,212.35935231976632,208.47278684688843,211.73312394841932,2410500
2026-03-09,210.87828063964844,211.0075062203743,203.02564251623085,208.7212903213661,3408600
2026-03-10,211.65359497070312,215.29165893227437,208.1149376312902,209.7848748461594,2562000
2026-03-11,211.59396362304688,212.8265360063388,210.2818841403491,211.4249844939968,2131500
2026-03-12,208.58212280273438,211.89216313336777,208.14475793012392,209.16858244222516,2283700
2026-03-13,205.47923278808594,209.93188174497584,205.21027665524178,208.7863520525241,2583200
2026-03-16,207.15272521972656,209.49359361754458,206.01715120217318,206.01715120217318,2073000
2026-03-17,208.3779296875,209.5633125555592,207.7105324423647,208.5273413097114,2120000
2026-03-18,206.4155731201172,210.13108900323667,206.21635256008196,207.3917645039778,2491900
2026-03-19,209.84222412109375,210.63912157085258,205.82786974744928,206.30600213748272,2143000
2026-03-20,210.3701629638672,210.53950120001076,207.2722353742366,208.72655914325998,4013500
2026-03-23,212.26278686523438,214.61362601848373,212.13330185733645,212.5915076383073,2067300
