Date,Close,High,Low,Open,Volume
2025-08-22,503.09075927734375,506.5621975190336,498.3100856343386,500.13506667774504,24324200
2025-08-25,500.1449890136719,504.04291093011733,500.00611695670057,502.4956437530773,21638600
2025-08-26,497.9430847167969,500.8590951140394,494.44189267773186,500.24412923099453,30835700
2025-08-27,502.604736328125,503.1502662118434,495.8205578102606,497.9034268047853,17277900
2025-08-28,505.4810791015625,506.91922816363694,501.3748491905692,502.95187030654046,18015600
2025-08-29,502.5551452636719,505.44140176386463,500.3730863144936,504.5090702372647,20961600
2025-09-02,500.9979248046875,501.87074834041937,492.75574161607386,496.38587753866574,18128000
2025-09-03,501.22607421875,503.64616490840893,498.220801883355,499.6788070917271,16345100
2025-09-04,503.82470703125,504.00323087503085,499.0440334241921,500.1846427841772,15509500
2025-09-05,490.9605407714844,507.79205789513924,488.35199810583333,504.9157294675595,31994800
2025-09-08,494.1344299316406,497.1099483047291,490.990285532587,494.0451377441344,16771000
2025-09-09,494.3426818847656,498.15134157087306,493.6384843818268,497.33802599365555,14410500
2025-09-10,496.2867431640625,499.1234199731124,492.6665349159027,498.8754600894228,21611800
2025-09-11,496.9215087890625,499.0638857033828,493.8170463660224,498.15138006137016,18881600
2025-09-12,505.73895263671875,508.367321245748,499.73833579713096,502.5154742767582,23624900
2025-09-15,511.1543884277344,511.2634762434591,502.86262476523797,504.63802593930427,17143800
2025-09-16,504.8859558105469,513.0090929577493,504.449544036503,512.6619733694059,19711900
2025-09-17,505.85797119140625,507.11762672901375,501.8013512662406,506.4530809454648,15816600
2025-09-18,504.30078125,508.883074673213,503.5172196080818,507.31595138937655,18913700
2025-09-19,513.7034912109375,515.062306658186,506.1456780893485,506.3936379963221,52474100
2025-09-22,510.2518310546875,513.5149611406991,508.35738375283694,511.3825425873763,20009300
2025-09-23,505.0744323730469,510.3907077578639,503.17008724169204,509.60711582016205,19799600
2025-09-24,505.9869079589844,508.29788064425674,502.7832857896144,506.215041937542,13533700
2025-09-25,502.8923645019531,505.84805701475193,500.9186136455738,504.15198973027213,15786500
2025-09-26,507.28619384765625,509.74596656687834,502.4856945681329,505.8976246789574,16213100
2025-09-29,510.4005126953125,512.6321512651683,504.7272205888506,507.3258348805616,17617800
2025-09-30,513.7232666015625,513.9315141469417,505.5009089039439,509.05168089535164,19728200
